행정구역별(읍면동),연령별,2019,2019,2019,2019,2019,2019,2019,2019
행정구역별(읍면동),연령별,총인구(명),총인구_남자(명),총인구_여자(명),총인구_성비,내국인(명),내국인_남자(명),내국인_여자(명),내국인_성비
　　　장수군,합계,"21,267","10,544","10,723",98.3,"20,740","10,303","10,437",98.7
　　　임실군,합계,"26,144","13,099","13,045",100.4,"25,664","12,893","12,771",101.0
　　　순창군,합계,"26,642","12,782","13,860",92.2,"26,115","12,579","13,536",92.9
　　　고창군,합계,"53,260","26,405","26,855",98.3,"51,850","25,664","26,186",98.0
　　　부안군,합계,"49,733","24,795","24,938",99.4,"48,508","24,124","24,384",98.9
　　　읍부,합계,"434,488","219,553","214,935",102.1,"419,627","209,944","209,683",100.1
　　　면부,합계,"572,417","286,705","285,712",100.3,"553,321","274,216","279,105",98.2
　　　동부,합계,"780,638","395,555","385,083",102.7,"766,817","387,910","378,907",102.4
　　　목포시,합계,"228,876","114,854","114,022",100.7,"224,344","112,269","112,075",100.2
　　　여수시,합계,"270,283","139,231","131,052",106.2,"263,850","134,667","129,183",104.2
　　　순천시,합계,"270,202","134,542","135,660",99.2,"267,315","133,190","134,125",99.3
　　　나주시,합계,"112,101","55,881","56,220",99.4,"108,239","53,686","54,553",98.4
　　　광양시,합계,"143,656","74,523","69,133",107.8,"141,404","73,488","67,916",108.2
　　　담양군,합계,"43,804","21,950","21,854",100.4,"42,345","21,207","21,138",100.3
　　　곡성군,합계,"27,858","13,690","14,168",96.6,"27,151","13,296","13,855",96.0
　　　구례군,합계,"23,836","11,471","12,365",92.8,"23,499","11,354","12,145",93.5
　　　고흥군,합계,"60,332","29,496","30,836",95.7,"58,821","28,509","30,312",94.1
　　　보성군,합계,"38,339","18,442","19,897",92.7,"37,654","18,157","19,497",93.1
　　　화순군,합계,"59,671","28,900","30,771",93.9,"58,369","28,290","30,079",94.1
　　　장흥군,합계,"35,494","17,250","18,244",94.6,"34,665","16,827","17,838",94.3
　　　강진군,합계,"32,805","15,757","17,048",92.4,"32,141","15,462","16,679",92.7
　　　해남군,합계,"65,175","32,434","32,741",99.1,"63,166","31,217","31,949",97.7
　　　영암군,합계,"57,476","30,908","26,568",116.3,"51,322","26,362","24,960",105.6
　　　무안군,합계,"81,789","41,571","40,218",103.4,"79,466","40,205","39,261",102.4
　　　함평군,합계,"30,556","15,229","15,327",99.4,"29,573","14,681","14,892",98.6
　　　영광군,합계,"50,004","25,007","24,997",100.0,"48,700","24,240","24,460",99.1
　　　장성군,합계,"42,193","21,369","20,824",102.6,"40,650","20,429","20,221",101.0
　　　완도군,합계,"48,366","25,336","23,030",110.0,"45,517","23,033","22,484",102.4
　　　진도군,합계,"29,295","15,134","14,161",106.9,"27,300","13,481","13,819",97.6
　　　신안군,합계,"35,432","18,838","16,594",113.5,"34,274","18,020","16,254",110.9
　　　읍부,합계,"606,582","310,685","295,897",105.0,"581,486","294,514","286,972",102.6
　　　면부,합계,"651,493","329,594","321,899",102.4,"627,307","312,679","314,628",99.4
　　　동부,합계,"1,410,079","712,125","697,954",102.0,"1,377,521","694,763","682,758",101.8
　　　포항시,합계,"502,064","254,874","247,190",103.1,"493,476","249,770","243,706",102.5
　　　남구,합계,"233,172","121,579","111,593",108.9,"228,741","118,681","110,060",107.8
　　　북구,합계,"268,892","133,295","135,597",98.3,"264,735","131,089","133,646",98.1
　　　경주시,합계,"264,314","134,636","129,678",103.8,"246,801","123,616","123,185",100.3
　　　김천시,합계,"139,902","70,085","69,817",100.4,"136,572","68,190","68,382",99.7
　　　안동시,합계,"160,344","79,503","80,841",98.3,"158,260","78,505","79,755",98.4
　　　구미시,합계,"420,319","217,387","202,932",107.1,"413,284","213,409","199,875",106.8
　　　영주시,합계,"105,235","52,678","52,557",100.2,"103,667","51,897","51,770",100.2
　　　영천시,합계,"100,487","51,762","48,725",106.2,"95,795","48,394","47,401",102.1
　　　상주시,합계,"96,641","47,669","48,972",97.3,"95,188","47,013","48,175",97.6
　　　문경시,합계,"68,542","33,614","34,928",96.2,"67,511","33,128","34,383",96.3
　　　경산시,합계,"290,088","146,429","143,659",101.9,"274,546","137,109","137,437",99.8
　　　군위군,합계,"22,206","11,434","10,772",106.1,"21,457","10,888","10,569",103.0
　　　의성군,합계,"49,477","24,114","25,363",95.1,"48,566","23,601","24,965",94.5
　　　청송군,합계,"23,958","11,929","12,029",99.2,"23,634","11,832","11,802",100.3
　　　영양군,합계,"16,146","7,832","8,314",94.2,"15,839","7,754","8,085",95.9
　　　영덕군,합계,"35,672","17,342","18,330",94.6,"34,264","16,282","17,982",90.5
　　　청도군,합계,"41,054","19,891","21,163",94.0,"39,491","19,169","20,322",94.3
　　　고령군,합계,"32,191","16,961","15,230",111.4,"29,754","15,038","14,716",102.2
　　　성주군,합계,"41,314","21,570","19,744",109.2,"39,005","19,857","19,148",103.7
　　　칠곡군,합계,"118,517","62,074","56,443",110.0,"113,115","58,378","54,737",106.7
　　　예천군,합계,"53,020","25,971","27,049",96.0,"52,264","25,659","26,605",96.4
